,label,message,label_num,Length
1536,ham,hows it feel mr your not my real valentine just my yo valentine even tho u hardly play,0,91
3976,spam,great new offer  double mins  double txt on best orange tariffs and get latest camera phones 4 free call mobileupd8 free on 08000839402 now or 2stoptxt tcs,1,160
3243,ham,squeeeeeze this is christmas hug if u lik my frndshp den hug me back if u get 3 u r cute 6 u r luvd 9 u r so lucky none people hate u,0,147
1311,ham,u r too much close to my heart if u go away i will be shattered plz stay with me,0,83
2413,ham,lol please do actually send a pic of yourself right now i wanna see pose with a comb and hair dryer or something,0,116
4688,ham,didnt try g and i decided not to head out,0,43
1480,ham,have you always been saying welp,0,33
5522,ham,thats cool i want to please you,0,35
1327,spam,ur balance is now å£500 ur next question is who sang uptown girl in the 80s  2 answer txt ur answer to 83600 good luck,1,126
4987,ham,which channel,0,25
1290,ham,eat jap done oso aft ur lect wat ìï got lect at 12 rite ,0,62
5387,ham,i will be gentle baby soon you will be taking all  ltgt  inches deep inside your tight pussy,0,101
1769,ham,ha both of us doing e same thing but i got tv 2 watch u can thk of where 2 go tonight or u already haf smth in mind,0,123
5444,ham,good morning at the repair shopthe only reason im up at this hour,0,70
5388,ham,not much no fights it was a good nite,0,40
4452,ham,or i guess  ltgt  min,0,26
5041,spam,jamster to get your free wallpaper text heart to 88888 now tc apply 16 only need help call 08701213186,1,109
2521,ham,sorry ill call later,0,22
5118,ham,are you driving or training,0,28
3933,ham,how come guoyang go n tell her then u told her,0,48
2533,ham,glad it went well  come over at 11 then well have plenty of time before claire goes to work,0,95
4931,ham,match startedindia  ltgt  for 2,0,37
1993,ham,eh den sat u book e kb liao huh,0,34
3344,ham,reverse is cheating that is not mathematics,0,45
400,spam,free ringtone text first to 87131 for a poly or text get to 87131 for a true tone help 0845 2814032 16 after 1st free tones are 3xå£150pw to eå£nd txt stop,1,158
4573,ham, but your not here,0,24
4154,spam,want a new video phone 750 anytime any network mins half price line rental free text for 3 months reply or call 08000930705 for free delivery,1,144
2263,spam,not heard from u4 a while call 4 rude chat private line 01223585334 to cum wan 2c pics of me gettin shagged then text pix to 8552 2end send stop 8552 sam xxx,1,160
2098,ham,no dice art class 6 thru 9  thanks though any idea what time i should come tomorrow,0,88
5228,spam,private your 2003 account statement for fone no shows 800 unredeemed s i m points call 08715203656 identifier code 42049 expires 261004,1,146
3022,ham,you are a very very very very bad girl or lady,0,48
20,ham,is that seriously how you spell his name,0,41
5182,ham,i sent them do you like,0,25
5398,ham,hi hope you had a good day have a better night,0,49
2764,ham,open rebtel with firefox when it loads just put plus sign in the user name place and it will show you two numbers the lower number is my number once you pick that number the pin will display okay,0,200
1621,ham,living is very simple loving is also simple laughing is too simple winning is tooo simple but being simple is very difficult gud nte,0,148
1056,ham,then u drive lor,0,17
3339,ham,like i made him throw up when we were smoking in our friends car one time it was awesome,0,90
3203,ham,shes good how are you where r u working now,0,46
1391,ham,haha just kidding papa needs drugs,0,35
3815,ham,how long does it take to get it,0,32
4974,ham,yar i tot u knew dis would happen long ago already,0,54
1276,ham,can do lor,0,13
67,spam,urgent ur awarded a complimentary trip to eurodisinc trav acoentry41 or å£1000 to claim txt dis to 87121 186å£150morefrmmob shracomorsglsuplt10 ls1 3aj,1,161
1040,ham,today am going to college so am not able to atten the class,0,60
3719,ham,yeah why not is the gang all ready,0,35
2950,ham,hey now am free you can call me,0,32
2293,ham,hello damn this christmas thing i think i have decided to keep this mp3 that doesnt work,0,91
1270,ham,sorry chikku my cell got some problem thts y i was nt able to reply u or msg u,0,81
3162,spam,this is the 2nd time we have tried to contact u u have won the å£1450 prize to claim just call 09053750005 b4 310303 tcsstop sms 08718725756 140ppm,1,152
355,ham,thank you for callingforgot to say happy onam to you sirjii am fine here and remembered you when i met an insurance personmeet you in qatar insha allahrakhesh ex tata aig who joined tisscotayseer,0,202
1591,ham,thats my honeymoon outfit ,0,30
2278,ham,hmmbad newshype park plaza 700 studio takenonly left 2 bedrm900,0,78
3971,ham,wot u up 2 j,0,13
4598,ham,have you laid your airtel line to rest,0,39
3981,ham,his frens go then he in lor not alone wif my mum n sis lor,0,60
3303,ham,im gonnamissu so muchi would say il send u a postcard buttheres aboutas much chance of merememberin asthere is ofsi not breakin his contract luv yaxx,0,153
4719,ham,forgot to tell ì smth can ì like number the sections so that its clearer,0,79
1777,spam,buy space invaders 4 a chance 2 win orig arcade game console press 0 for games arcade std wap charge see o2coukgames 4 terms  settings no purchase,1,154
2864,ham,he says hi and to get your ass back to south tampa preferably at a kegger,0,75
44,ham,great i hope you like your man well endowed i am  ltgt  inches,0,72
4877,spam,no 1 polyphonic tone 4 ur mob every week just txt pt2 to 87575 1st tone free  so get txtin now and tell ur friends 150ptone 16 reply hl 4info,1,147
3972,ham,night night see you tomorrow,0,29
3163,ham,today is sorry day if ever i was angry with you if ever i misbehaved or hurt you plz plz just slap urself bcoz its ur fault im basically good,0,148
892,ham,nutter cutter ctter cttergg cttargg ctargg ctagg ie you,0,62
4044,ham,if you mean the website yes,0,29
4027,ham,lol its ok i didnt remember til last nite,0,42
5556,ham,yes i have so thats why u texted pshewmissing you so much,0,63
120,spam,urgent your mobile no was awarded å£2000 bonus caller prize on 5903 this is our final try to contact u call from landline 09064019788 box42wr29c 150ppm,1,157
4556,ham,i am in hospital da  i will return home in evening,0,52
2172,ham,yavnt tried yet and never played original either,0,48
1957,ham,take something for pain if it moves however to any side in the next 6hrs see a doctor,0,87
5018,ham,great how is the office today,0,31
4226,ham,buy one egg for me daplease,0,31
1893,ham,good morning plz call me sir,0,28
5517,ham,miles and smiles r made frm same letters but do u know d difference smile on ur face keeps me happy even though i am miles away from u keep smiling good nyt,0,166
5220,ham,i have to take exam with in march 3,0,35
3254,ham,hi its kate can u give me a ring asap xxx,0,41
1952,ham,nah im goin 2 the wrks with j wot bout u,0,41
675,ham,i dont knw pa i just drink milk,0,34
569,ham,wot u wanna do then missy,0,26
4610,ham,wat time ì finish,0,19
3077,ham,okay but i thought you were the expert,0,38
5531,ham,compliments to you was away from the system how your side,0,60
4779,ham,sen told that he is going to join his uncle finance in cbe,0,58
1346,ham,is it ok if i stay the night here xavier has a sleeping bag and im getting tired,0,82
2355,ham,hello my love  how went your day  are you alright  i think of you my sweet and send a jolt to your heart to remind you  i love you can you hear it  i screamed it across the sea for all the world to hear ahmad al hallaq is loved  and owned  possessive passionate kiss,0,281
2503,ham,fwiw the reason im only around when its time to smoke is that because of gas i can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,0,202
2171,ham,i wont so wats wit the guys,0,29
4583,ham,noooooooo please last thing i need is stress for once in your life be fair,0,77
75,ham,i am waiting machan call me once you free,0,43
5381,spam,you have 1 new message call 02070836089,1,42
4221,ham,yo you around a friend of mines lookin to pick up later tonight,0,65
5399,ham,and hes apparently bffs with carly quick now,0,45
4667,ham,im realy soz imat my mums 2nite what about 2moro ,0,49
4350,ham,night has ended for another day morning has come in a special way may you smile like the sunny rays and leaves your worries at the blue blue bay gud mrng,0,156
348,spam,fancy a shag i dointerested sextextukcom txt xxuk suzy to 69876 txts cost 150 per msg tncs on website x,1,111
4892,ham,send me the new number,0,22
9,spam,had your mobile 11 months or more u r entitled to update to the latest colour mobiles with camera for free call the mobile update co free on 08002986030,1,154
2677,ham,where in abj are you serving are you staying with dad or alone,0,64
5510,ham,i went to project centre,0,24
3485,ham,yeah probably earlier than that,0,32
3459,ham,i am back bit long cos of accident on a30 had to divert via wadebridgei had a brilliant weekend thanks speak soon lots of love,0,131
536,ham,probably gonna be here for a while see you later tonight lt,0,63
4945,ham,im already back home so no probably not,0,40
2612,ham,yes its all innocent fun o,0,32
1963,ham,yes it completely in out of formclark also utter waste,0,59
1189,ham,in that case i guess ill see you at campus lodge,0,49
2443,ham,ltgt  great loxahatchee xmas tree burning update you can totally see stars here,0,85
2,spam,free entry in 2 a wkly comp to win fa cup final tkts 21st may 2005 text fa to 87121 to receive entry questionstd txt ratetcs apply 08452810075over18s,1,155
431,ham,does she usually take fifteen fucking minutes to respond to a yes or no question,0,80
3792,ham,hey are you angry with me reply me dr,0,39
4694,spam,urgent your mobile no 07808726822 was awarded a å£2000 bonus caller prize on 020903 this is our 2nd attempt to contact you call 08718729758 box95qu,1,155
1412,ham,wen ur lovable bcums angry wid u dnt take it seriously coz being angry is d most childish n true way of showing deep affection care n luv kettoda manda have nice day da,0,179
3209,ham,she said do u mind if i go into the bedroom for a minute   ok i sed in a sexy mood she came out 5 minuts latr wid a caken my wife,0,145
